"","x"
"1",0.0097909485702985
"2",0.0113528372367
"3",0.90683585149236
"4",0.0106950682038587
"5",0
"6",0.14533731919073
"7",15.1552223134786
"8",0
"9",0
"10",3.46345655852929
"11",0
"12",1.8815893214196
"13",0
"14",0.00222020561295722
"15",0.00657988750845107
"16",0.0243146413595241
"17",0
"18",2.15170626179315
"19",0.0465383924165508
"20",0
"21",0
"22",0.0214901642721088
"23",8.30144486390054
"24",0.0162435721449583
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",26.3624022714794
"33",26.3408096507192
"34",0.00368099483694095
"35",0
"36",0.00651118496080016
"37",0.0184912977601925
"38",0.152482924386277
"39",0.00514542055043421
"40",2.04067663871683
"41",0.147667206692859
"42",0.936342377099209
"43",1.94331386592239
"44",0
"45",0
"46",0
"47",0
"48",1.06048014422413
"49",0
"50",0.089307501912117
"51",0.00632437615877279
"52",0.0197700246189925
"53",0.230228045984404
"54",0.163487482495839
"55",0
"56",0
"57",0
"58",0
"59",0
"60",0
"61",9.80485088657588
"62",0.0455079831226612
"63",0.000782026654633228
"64",0
"65",0
"66",0.00195513508742806
"67",0
"68",0
"69",0
"70",0
"71",0.00302260483522332
"72",0.000925440306787095
"73",0.075598007060762
"74",6.34767666924745
"75",0.00934280365072482
"76",0
"77",0.0149447164403682
"78",0.00565987131722068
"79",0.970326489186846
"80",0.441498584405053
"81",0
"82",0
"83",7.8989349771291
"84",1.64256709394976
"85",0.00172801549069845
"86",0.00210406908536243
"87",5.85329378955066
"88",0.00515401220582135
"89",0.00771388104112702
"90",0
"91",0.00205417793495144
"92",0.045366140693659
"93",0.168371113250032
"94",0.170298689045012
"95",0.0127119591525116
"96",1.49623540928587
"97",0
"98",0
"99",2.3541436821688
"100",1.39499249635264
"101",0
"102",0
"103",0
"104",0.0741024561648373
"105",7.71262287162244
"106",10.8291293028742
"107",3.1120179221034
"108",0
"109",0.0231934398470912
"110",0.0300703150060144
"111",0.0431671189289773
"112",0.276217702048598
"113",2.69098602002487
"114",8.99522190447897
"115",2.52056458848529
"116",0.230746813758742
"117",0.148078407801222
"118",0.0210332441383798
"119",0.981052784482017
"120",0.0605317734880373
"121",0.0509222030814271
"122",4.667961189989
"123",2.17872328357771
"124",0
"125",0
"126",0
"127",2.30668964213692
"128",3.88610155787319
"129",4.72420491278172
"130",0
"131",0.132563151419163
"132",14.8441686294973
"133",0.00324270837381846
"134",0.0338286850819713
"135",0.0491663842694834
"136",0
"137",0.786893095937558
"138",1.10441936412826
"139",0.0183029910203913
"140",1.46857371437363
"141",1.6728563583456
"142",0.080032114055939
"143",0.191894374438561
"144",0.0658907514662133
"145",0.00988757844879729
"146",0.00992903203496098
"147",0.0325246393913403
"148",0.0197492180177505
"149",4.50565726496279
"150",4.38799263210967
"151",0.0708782261426677
"152",0.11558334408619
"153",36.9698281399906
"154",0.144242272654083
"155",0.014800958615524
"156",4.96197676984593
"157",0.110391609632643
"158",0.107404387745191
"159",0
"160",0.159531315875938
"161",0
"162",4.17866025818512
"163",0.012519061601779
"164",2.26934181991965
"165",0.677921727765352
"166",1.06226580392104
"167",0.067435267737892
"168",0.0783594136009924
"169",10.9755754005164
"170",12.9712080582976
"171",0.0911612612981116
"172",0.0218286613744567
"173",3.36084477603436
"174",0.0820592904346995
"175",10.8667183667421
"176",0.0335055995492439
"177",0.095054062694544
"178",3.45231952378526
"179",2.18120689387433
"180",0.712690543150529
"181",4.21417888719589
"182",82.3160039260983
"183",32.6711288653314
"184",0.0251017683694954
"185",0.239305922150379
"186",20.8915458060801
"187",122.214887291193
"188",0
"189",0.641202351835091
"190",0.0418933954279055
"191",0.128637208763394
"192",0.0459507587947883
"193",0.0358952842361759
"194",0
"195",0.00596137426782661
"196",6.58269475679845
"197",7.6080028899014
"198",0.350070081185549
"199",0.0149793998389214
"200",0.0361912202606618
"201",0.0171565111941163
"202",0.504748609091621
"203",4.58834610180929
"204",0.0302504407954984
"205",0.0744800199754536
"206",0
"207",1.13930825027637
"208",0.083674086999963
"209",2.81299300258979
"210",9.37834507785738
"211",0
"212",16.2016459275037
"213",1.21177433466073
"214",19.6874900255352
"215",4.16446519084275
"216",4.55771108390763
"217",0.0460778723208932
"218",0.0938146149565
"219",6.1709972564131
"220",0.184987574903062
"221",18.2595569640398
"222",2.32889487524517
"223",0.98546750668902
"224",0.0936214546527481
"225",8.10854961164296
"226",0
"227",0.0629664527878049
"228",0.046577677676396
"229",0.0766811192079331
"230",0.0421494347392581
"231",0.102356867864728
"232",0.679350396967493
"233",3.25517527526245
"234",6.01260757539421
"235",0.0347023462381912
"236",2.38742371439002
"237",0.0162137619554414
"238",0.0634437645203434
"239",0.0881182080775034
"240",0
"241",0
"242",4.57127436529845
"243",0
"244",0
"245",0
"246",0.143224745625048
"247",0.398428030894138
"248",0
"249",3.35395422298461
"250",0.0255608691077214
"251",3.13962602522224
"252",0.3692026657518
"253",0
"254",13.5478809010237
"255",36.3793238997459
"256",0.172231392207323
"257",0.468330863805022
"258",0.0232345299991721
"259",2.54878310370259
"260",0.667960647842847
"261",0.073759055158007
"262",0.13490911842382
"263",0.0240247216424905
"264",0
"265",5.06528854602948
"266",0.107267304338166
"267",0.00242912434487152
"268",0.0193037153621844
"269",1.17541693907697
"270",0.136098589064204
"271",0.0823885371573851
"272",3.66100282408297
"273",0.0230109124458977
"274",0.0066682983742794
"275",0
"276",0
"277",0
"278",0.615524574823212
"279",0.123777083354071
"280",0.00784565781941637
"281",0
"282",0
"283",0
"284",0.398929805669468
"285",0.00495810097618232
"286",0.0131818806494266
"287",0.0298901965834375
"288",0
"289",0.0346470256772591
"290",1.80239275214262
"291",0.0123868587706966
"292",1.3875424512662
"293",0.00810755689144571
"294",0.0341663227118261
"295",1.91205303417519
"296",4.26030051894486
"297",11.4801202900708
"298",0.190984001528705
"299",0.030731919741811
"300",18.5001058503985
"301",3.35077329073101
"302",0.167256804706994
"303",0.0462843372588395
"304",0.0727606133295922
"305",0.0260528851868003
"306",3.57856795890257
"307",0.306192134303274
"308",0.138025123669649
"309",0.00468966684366023
"310",0.101592880309909
"311",4.73421982023865
"312",1.12826496188063
"313",0.0108207586890785
"314",0.0270432676188648
"315",0
"316",0.0601057550738915
"317",0
"318",0
"319",0.00393594937122543
"320",0
"321",8.14296088647097
"322",0.137279769478482
"323",0
"324",0
"325",27.1986178122461
"326",0.0932302620640257
"327",0
"328",0
"329",0
"330",0
"331",0
"332",0.187705452844966
"333",0.360855233157054
"334",0.598720718699042
"335",0.188167819578666
"336",0.182776795554673
"337",0.0691231882228749
"338",0
"339",6.7884809570387
"340",3.85272942949086
"341",0.206563379470026
"342",0.04015236199848
"343",0.561115506570786
"344",0
"345",1.44635229371488
"346",0.0014907676245457
"347",0.00131350034848765
"348",0
"349",0.131284010785748
"350",0.00263520344105928
"351",0.0108302718217601
"352",0.0265479487097764
"353",6.20490310247988
"354",25.563158467412
"355",0.388833174656611
"356",0.0280885727988789
"357",5.16899573849514
"358",0.1157583326858
"359",1.77891656057909
"360",2.43719854624942
"361",3.68639621883631
"362",0.284192428080132
"363",12.1415555477142
"364",0.241271805862198
"365",0
"366",13.2774325087667
"367",0.28589436042239
"368",0
"369",0
"370",0.00201329221454216
"371",0.00985046581263305
"372",0
"373",0.00922627637010009
"374",0.026468356645637
"375",0.0971812620264245
"376",0.159242641166202
"377",5.30588049441576
"378",0.00238419925722155
"379",0.56555985356681
"380",0
"381",3.16294647054747
"382",0.00310083340764322
"383",0.00170782387272084
"384",4.37587837222964
"385",0.26137316817767
"386",0.0192193053408118
"387",15.7313004601747
"388",2.48937966534868
"389",0.00246887433377196
"390",0.00366722885019044
"391",0.00179099824890727
"392",0.00820842642497155
"393",31.8918507546186
"394",4.37979764537886
"395",0.00453138424063582
"396",0
"397",3.57158059487119
"398",0.184120264020748
"399",0.00247870224825419
"400",1.04200857749674
"401",12.8987594973296
"402",0.00186698866286861
"403",0.00215896129134308
"404",0.00164889521556688
"405",0
"406",3.28763398574665
"407",0.0875386485859053
"408",0
"409",0.187668716534972
"410",0.532390148146078
"411",0
"412",2.15132357552648
"413",0
"414",2.19704664777964
"415",10.2487908443436
"416",2.77019751956686
"417",0.0027768837981057
"418",0.00428504315550526
"419",0
"420",0
"421",0.00216276276887584
"422",26.3809472322464
"423",17.327558901161
"424",0.183562382881064
"425",0.00741607627787744
"426",0
"427",0
"428",0
"429",0.469920465548057
"430",0
"431",0.880526681430638
"432",0.00109191951480625
"433",0
"434",0
"435",0.263724193791859
"436",0.0732540929675451
"437",0.00291144373250063
"438",3.13199304509908
"439",0.74584610410966
"440",0.0409884642067482
"441",0.00304066204535047
"442",0
"443",0
"444",0
"445",0.0787261578807374
"446",0
"447",15.1229176204652
"448",0.806123355869204
"449",0
"450",0
"451",0.0195084736333229
"452",2.98976828344166
"453",0.0470427554319031
"454",3.9096649736166
"455",6.40817221719772
"456",0.0561296683372348
"457",0.0017694300936455
"458",1.30896619521081
"459",0
"460",7.14780308771878
"461",4.20504722278565
"462",0.224935561709572
"463",2.55873388960026
"464",5.7601521955803
"465",29.1927454993129
"466",0.12993332275073
"467",0.801859900821
"468",17.8122474811971
"469",0.366810562263709
"470",0.713765993714333
"471",0.214351378963329
"472",0
"473",1.25191372353584
"474",0.00994146737411938
"475",0
"476",0.00550269774066692
"477",0.0473821390187368
"478",0.432380357233342
"479",1.55285914661363
"480",0.0621900348050985
"481",0.091040316328872
"482",2.07539626280777
"483",1.21572779025882
"484",20.7728555426002
"485",0.688088923925534
"486",4.4059224659577
"487",0.0238887776504271
"488",0.0311536088702269
"489",6.63981763646007
"490",0.0146313220739103
"491",2.5114577554632
"492",14.5170179195702
"493",10.3742056991905
"494",6.96214477065951
"495",0.313691763585666
"496",0.00564011695587396
"497",12.5315302982926
"498",0.103839610164869
"499",0.0108868484403501
"500",12.3988502193242
"501",2.90184882469475
"502",0.0918276324227918
"503",0.0859547635627678
"504",0.119600479229121
"505",0.0165277579526446
"506",0.0270052347332239
"507",1.53264435357414
"508",0.0231938302931667
"509",0.230585999088362
"510",10.4908541310579
"511",0.19465496079647
"512",0.598963414086029
"513",0.276316988311009
"514",1.9541141053196
"515",0.0119932903544395
"516",0.0105833318684745
"517",19.9619780760258
"518",21.4539874345064
"519",0.0905052922462346
"520",0.0451997222626233
"521",0.0410993779041746
"522",0.109475333374576
"523",0.0752680776713532
"524",0.0129585418108036
"525",5.73692196048796
"526",0.191132891632151
"527",15.8884888049215
"528",0.0267321336650639
"529",0
"530",59.4695929437876
"531",0.0801417483671685
"532",6.12169406376779
"533",0.181664392584935
"534",0.994167293538339
"535",0.0392933487091796
"536",0.636555542587303
"537",1.8894890032243
"538",3.439647029154
"539",0
"540",1.70045487466268
"541",8.8529166765511
"542",0.0204307097192213
"543",3.92307580914348
"544",3.52416081586853
"545",0
"546",0.00583820449264749
"547",0.00753989311306213
"548",0
"549",0.0133127095523378
"550",0.0245372398239851
"551",0.0484167769172927
"552",36.0791017301381
"553",0.0955343653913587
"554",1.62649034173228
"555",0.0204849166493659
"556",0.0606253479418228
"557",0
"558",1.63825601921417
"559",0
"560",0.0198907731373765
"561",0.0217246062675258
"562",2.36040119198151
"563",5.34100779332221
"564",0.377098575700074
"565",0.0676550520438468
"566",1.53487949282862
"567",4.38240588409826
"568",3.18832037737593
"569",8.48470302298665
"570",0.21810064354213
"571",0.121168206169386
"572",0.819617800880224
"573",3.72112967306748
"574",19.8144746012986
"575",1.55116322566755
"576",6.56220477540046
"577",0.121526778093539
"578",0.387559387309011
"579",0.0818749655081774
"580",0.0252572788667749
"581",0.636924752325285
"582",4.49140310520306
"583",7.78295793570578
"584",57.2768066078424
"585",46.6028401628137
"586",0.0122263891171315
"587",24.5915936306119
"588",0.0566787681236747
"589",0.0049948584660342
"590",0.176707407081267
"591",0.0662988732074155
"592",0.461422237276565
"593",0.0639324409348774
"594",0.198864863341441
"595",0.0634915806585923
"596",46.9716070219874
"597",0.163180282470421
"598",0.129597195336828
"599",0.0105814668131643
